x,y
2.9410543740918698,3.1306865259673824
2.8784754380612223,2.086083946133888
2.1513102790851675,2.4422245075380515
1.0399924296234635,1.8397672096017574
2.495803977465651,0.9794807600033364
2.507751756342276,3.565976474869349
1.1587823989990569,3.0758755495938717
0.5475930509641751,1.5433773599721796
1.6893780304096073,1.023327849962307
2.7057306088484934,1.2385860735325842
3.1840165983133564,4.46201419679843
2.3338502822721696,0.09438181927393607
0.8915980591666273,2.122321151102166
2.6151930324059434,2.246122632714618
1.660246209086983,3.794206346615799
1.4219580415612838,2.345589634815963
2.753750105078247,3.159118898227849
1.7794714388300636,1.8283309034756376
1.5534725542955303,2.570368109000455
1.2554254010384516,1.8079450650513242
1.7920524993624327,1.4880022295562054
1.9748887887980437,2.462038992454708
1.9732847928157862,-0.1940321916839589
1.8250241770893287,3.4104447229293795
2.084327651753925,0.7391201253412214
2.1052879018324013,2.708631841047991
1.7828660996779802,2.710426162885204
3.800466072897456,3.494983688853571
2.896743705030742,1.248554997556118
-0.37288309592581914,1.255503068087231
2.5255921404892163,0.9875629247957238
1.6480340388562458,1.1393642949657736
2.811791979896614,0.6398250610115175
1.3494634770853902,0.8777660644490402
1.3509887151507136,1.8329972765122617
2.137534031542631,0.7695466219238192
2.789469696745209,0.4181332766756938
0.3374552817112655,4.451999989815877
3.1063736549413488,1.4441036424273341
2.0270998520803345,2.49544113985001
1.4830424892371672,1.96046457616212
2.9015416996813266,2.5629308533550486
1.5328250757854416,3.842463459170597
0.8289869547319528,1.7605256865581715
2.4989325878421234,0.4331739171435509
1.5826661900284698,2.9359736934089335
1.9815135572908038,-0.10953473154895832
0.2435964682636862,2.2525334867942197
2.510056103266187,2.6814918743896468
3.357509730851033,1.9048824992657867
1.0968075724050406,1.5691865728104912
2.2862887054548615,2.9096830687162587
2.0546823351785317,2.7610496143458416
3.512275480044967,2.408204091691202
1.443279578792156,1.1875988781436893
3.7371598663951366,1.8892507923740378
4.454002828742876,2.3870914894149067
2.942241675868496,1.3672092086865413
1.1479942376732688,2.418255030975764
-0.5326716354763108,1.454096703023693
2.9813634035134036,2.3710233575827395
0.397099603403378,2.5785029338271737
1.5580604947708947,1.2392616562132917
2.7316490205357074,1.4896040340978656
2.077575534329784,1.4700412075150286
1.1109742922078327,0.8483914264770813
2.5845885259391155,1.599681899085098
2.442950523308441,2.456860410217716
