x,y,label
1.5623898227085533,1.8829156720970583,0
2.9311701180066017,1.1386430059467842,0
1.193893331447406,3.236980221089482,0
1.995607466274148,0.9343340909322724,0
0.303948721874469,1.5141183802922438,0
1.2576561912244206,2.1060023245480295,0
1.2380868483034195,2.46949772711849,0
-0.8695159290854662,1.0973286034516452,0
2.8635663520065213,1.4733698656048901,0
2.464907615623456,1.6918251542599063,0
1.7692234949056975,2.000785277437158,0
1.7769041849713012,1.5282181687471943,0
1.8541944184621073,1.8819974149752614,0
2.1076689186608872,1.5011645567445397,0
1.2273845936198615,1.787872930152659,0
3.870504841263827,1.02987566100228,0
2.6018214446619403,2.1622402670998686,0
2.5536699299119547,2.703654893352949,0
4.198661705898089,0.6684366389280023,0
3.168548874249607,1.2220653481242851,0
3.1399260091997663,1.3885791715085172,0
2.023795926065111,1.6967488179303016,0
2.1223148201546445,1.6410158759609836,0
3.5298305227937266,2.8055863540020907,0
-0.19901131661651394,2.5421495839462307,0
3.14052059932905,1.118605918499234,0
1.615094762408051,2.4980806861526057,0
1.912147547587244,1.295873352776598,0
3.4345590956574688,2.155836131876813,0
3.0040060162402162,1.734735465600296,0
1.1282748706818535,0.9472542277212432,0
1.7250667843214287,2.5327099433950995,0
1.1179670833506397,1.7409455387381638,0
1.8104960704624191,2.0575253177840325,0
2.520066894795547,1.8052160520102134,0
2.1232092978498334,0.4168618874915362,0
2.3121564020109453,2.6232768859924596,0
1.1722368587451035,0.797915612415155,0
0.815702787120973,1.3009894456045932,0
0.5197252435343835,1.4875728803668362,0
1.0386448905986896,1.3192478260114227,0
2.354717015775743,3.8526047083917625,0
1.2782355751514043,3.1407180692388486,0
2.525414395154666,3.5793237597721985,0
0.5885758075182257,1.0465777511206342,0
0.9660591895450958,-0.5657811345602255,0
2.296404040566267,2.5522649272166698,0
2.4136582039413272,2.1802766741389026,0
1.8625672047889104,1.9223156395351702,0
3.6799914863022067,2.0258375260468227,0
2.8567035830550602,1.5687435737762567,0
2.365616159859444,1.2873372168067099,0
1.734937263293517,2.9321761910431756,0
2.7930994551714052,0.9673018549625172,0
1.5032860491192026,3.3537124659042377,0
0.9278221877031849,3.2303134606597186,0
2.129571383379952,1.395857458703395,0
1.951560489249087,1.8587652980947156,0
-0.4792348212442632,4.348621701217276,0
1.9116450905608116,3.124615978866235,0
1.6851298556252066,3.110029258363336,0
2.838412274122672,1.6350775692570103,0
0.006080985697283436,2.484595251171345,0
1.9278314080281151,3.541386227200337,0
2.925246379272932,1.6907367219167995,0
0.79376428264718,1.892139930400365,0
1.5042341614369383,1.798832594808028,0
1.6519723839750444,0.5120113235345272,0
2.7115234852097707,1.589466412059723,0
2.530890567809142,1.7427197274484523,0
0.996602501791318,2.7336294278362714,0
0.8403386841294906,0.38612670983203734,0
3.3608158122896468,2.862141547972832,0
3.2181818109945888,1.480887352221255,0
2.7038321570142294,3.010222771818799,0
2.143618038597868,-1.018765276415837,0
0.4183081268859363,0.5147886053781034,0
2.331175803205153,2.7507096914868665,0
1.4291112770960304,0.9825912356365998,0
2.7953798703406214,1.3585236518294088,0
1.2395836535858622,2.5479046518157324,0
1.6758085486740342,3.8148715750396134,0
1.5745185909194546,0.7246035154495449,0
1.2860779468105137,0.8225601783123175,0
1.8708162312602639,2.707417072730636,0
2.9464451427449716,0.5671705593196974,0
3.037633895509744,3.2466338808364616,0
2.5049195205956463,0.9238541368954309,0
3.2113480783314867,3.93186628201137,0
1.3974910478098188,1.5784833593922483,0
3.0991402864060413,1.9051909650740049,0
1.1358219011097623,2.5226587634654734,0
2.7066434266071164,2.010221559593517,0
1.1195782194509343,1.655180030206914,0
2.102544704163165,0.6851050373491823,0
3.258814900754236,2.8696767422397302,0
3.2317143692378654,1.8783667626027238,0
0.944829010285416,0.8115984022400371,0
2.2659604745126454,1.2781013911217474,0
2.092170091349608,2.0038640929198497,0
1.1894250615426079,1.5405369990721216,0
1.6050667257529152,4.139427356483216,0
